requirement,true_dataset_label,true_name,pred_dataset_label,pred_name,pred_confidence,true_class_probability,confusion_group,token_count
"Capability to print previous period/last year's comparative period consumption and current
  period consumption on each bill.",6,clean,3,semantic,0.3352946639060974,0.21951332688331604,clean_to_ambiguous,16
"Ability to accept both standard and recurring journal entries, with both the amount and
  account recurring.",6,clean,2,syntactic,0.42112746834754944,0.3497912883758545,clean_to_ambiguous,16
Ability to bypass re-assessment and do special selection for physical re-appraisals. This needs to be customizable on each annual basis.,6,clean,2,syntactic,0.3239201009273529,0.23196005821228027,clean_to_ambiguous,20
Entities shall submit online requests to have their profile added to the clearinghouse,6,clean,4,syntax,0.8238052725791931,0.09741762280464172,clean_to_ambiguous,13
Generates standard or custom inspection failure/correction notices.,1,lexical,2,syntactic,0.5544992089271545,0.09920260310173035,lexical_syntactic,7
"The system shall operate with the two latest major releases of the following Web browsers: Firefox, Opera, Chrome, Internet Explorer and Safari.",6,clean,2,syntactic,0.4202289283275604,0.25947144627571106,clean_to_ambiguous,22
Tracking of requisition status,6,clean,5,pragmatic,0.9588218927383423,0.012897639535367489,clean_to_ambiguous,4
MARC formats are supported in each way each of which  allows timely implementation of new rules or changes.,5,pragmatic,3,semantic,0.6050420999526978,0.11360936611890793,other,18
Inventory Costing method is FIFO but shall have flexibility to alter method.,2,syntactic,6,clean,0.41156288981437683,0.305149108171463,ambiguous_to_clean,12
"Possibility to see the content usage statistics in the chosen period of time. The statistics shown shall depend on the content type (number of downloads, time or amount of usage, etc.).",1,lexical,2,syntactic,0.36790698766708374,0.2988549470901489,lexical_syntactic,31
Ability to create PO user defined fields each of which  are available only during  PO entry process.,2,syntactic,3,semantic,0.5884994864463806,0.08324846625328064,other,17
"System provides each offline utility for recording check-in and check-out transactions, in case the system is unavailable.",6,clean,3,semantic,0.2998539209365845,0.2956775724887848,clean_to_ambiguous,17
"Ability to produce graphical representations in the form of each chart, graph, etc. from accounts
  payable data.",1,lexical,3,semantic,0.4142460227012634,0.15940725803375244,other,17
"Ability to track vendor filing of E-Verify affidavit (Indiana specific form), and attach
  affidavit.",6,clean,2,syntactic,0.6150988936424255,0.17865657806396484,clean_to_ambiguous,14
The software must include only at  least one scanner with the ability to cope with carbon copies or other poor image quality documents,3,semantic,6,clean,0.383348286151886,0.07702135294675827,ambiguous_to_clean,23
Personnel Action Reports,4,syntax,5,pragmatic,0.9627306461334229,0.010122507810592651,other,3
The program is completely portable. There is no need for installation for this software.,6,clean,5,pragmatic,0.2978261113166809,0.25893813371658325,clean_to_ambiguous,14
"Solar Radiation Tool shall be required for estimating Solar resource potential for each particular building level or, for cluster of buildings and selected area.",1,lexical,3,semantic,0.33566996455192566,0.285747230052948,other,24
"The reservation shall be valid for each copy of each particular book. For example, if there are five copies of Don Quixote, each one of these copies shall be considered to be reserved.",5,pragmatic,1,lexical,0.4090617597103119,0.1567704677581787,other,33
"Faculty shall be able to return books as specified in Req(31) or shall be able to send the books only by  internal mail to the library, upon receipt of which the library staff shall enter the book as returned",1,lexical,4,syntax,0.2394353598356247,0.20981961488723755,other,39
The system shall display the name of the farmer,6,clean,4,syntax,0.8020235300064087,0.11688311398029327,clean_to_ambiguous,9
The product shall be as secure as the web browser each of which  shall run the product.,1,lexical,3,semantic,0.3908265233039856,0.10358767956495285,other,17
Ability to look up real-time status of purchasing processes.,6,clean,2,syntactic,0.5481379628181458,0.25716283917427063,clean_to_ambiguous,9
All the SCADs web site data shall be saved in SharePoint lists except for Eservices module/section. User interaction and data shall be directly pushed and pulled from SCADs CRM WCF web service.,2,syntactic,1,lexical,0.45288223028182983,0.3407817482948303,lexical_syntactic,32
The system shall save each outgoing email messages.,6,clean,3,semantic,0.6603131294250488,0.1672987937927246,clean_to_ambiguous,8
"Given each of which  each user has registered, then the user shall be able to log in to the mobile application. The log-in information shall be stored on the phone and in the future the user shall be logged in automatically.",5,pragmatic,3,semantic,0.4010336697101593,0.2833264470100403,other,41
Ability to display the number of items and each list of descriptions.,6,clean,3,semantic,0.5654616951942444,0.1273757368326187,clean_to_ambiguous,12
"Ability to fully customize layout and appearance of reports. Ability to display, print, email, or save report to standard formats including CSV and Excel, as well as to customizable formats.",6,clean,2,syntactic,0.5194732546806335,0.27667036652565,clean_to_ambiguous,30
The system must allow user both to edit and modify operation total time. (only business hours are valid data).,3,semantic,6,clean,0.455343633890152,0.09877123683691025,ambiguous_to_clean,19
The system shall send each email to the portal contact person to forward visitor feedbacks.,6,clean,3,semantic,0.4161358177661896,0.25901079177856445,clean_to_ambiguous,15
Must meet standard DFW application performance standards.,1,lexical,6,clean,0.4861075282096863,0.06283747404813766,ambiguous_to_clean,7
Ability to track interview history.,6,clean,2,syntactic,0.45839443802833557,0.3212137520313263,clean_to_ambiguous,5
"Ability to process and maintain each budget iterations, from Department request to Clerk-
  Treasurer/Controller Proposed to final Adopted Budget.",6,clean,3,semantic,0.3753112256526947,0.21734289824962616,clean_to_ambiguous,19
"Track the movement of lapsed quantities in each area, including:  Which permit and well obtained the lapsed quantities.  Where the lapsed quantities are located.  Why the quantities are lapsed (i.e. expired, cancelled, retired).  What MFL zone the lapsed quantities are in.",6,clean,3,semantic,0.30762338638305664,0.21881714463233948,clean_to_ambiguous,41
The system allows the user to perform each customer search in each GIS system using each or each of the following criteria but not limited to:,6,clean,3,semantic,0.3210177421569824,0.2764517366886139,clean_to_ambiguous,26
The system design shall be intuitive,4,syntax,5,pragmatic,0.9401316046714783,0.01939690113067627,other,6
"From the previous step, each option is given to the user to either set each custom criteria for monitoring and tracking each specific product, or let our system choose whatever price range and frequency checks is adequate (Smart Detection). This system works as follows:� Takes the product url as input� Checks the price with 6 hours interval� If each the first 4 checks prices are equal or difference is less than 2%, Increase the frequency checks to 12 hours instead of 6� This process is repeated only until  the max frequency checks interval is 60 hours� When the frequency checks interval is greater than 40 hours, each 2 small checks 6 hours apart are made randomly within the 40 hours, if the price differs decrease the checks frequency only by  half.� If the price drops from the original price only by  more than 7% ( also dependent on the product price), it fulfills the required condition to send the price drop notification.� Another option where it meets the alert condition where the current price this day is the cheapest from the previous 2 weeks or months only by  each difference of each min of 4%� Register each check time frequency and price in the databases to be displayed as each graph when needed or to be learned from for future checks",6,clean,1,lexical,0.5286570191383362,0.09212153404951096,clean_to_ambiguous,221
Ability to track parcel history on-line,6,clean,4,syntax,0.7567952275276184,0.09893738478422165,clean_to_ambiguous,6
The page shall display each form for login.,6,clean,3,semantic,0.6798684597015381,0.13386698067188263,clean_to_ambiguous,8
"View Device Information You can view the selected devices information only by  clicking View�>Device Information. This brings up information about the selected drive on the left side of the 51 main window. Details like the devices model, size, heads, sectors, cylinders etc. are shown",6,clean,5,pragmatic,0.40115833282470703,0.1782568246126175,clean_to_ambiguous,44
Allow for each minimum penalty amount.,6,clean,3,semantic,0.6273437738418579,0.10591033846139908,clean_to_ambiguous,6
"Login (enter email, enter password)",4,syntax,5,pragmatic,0.8407707810401917,0.10341080278158188,other,5
Ability to be based each flat dollar amount only until  paid off,5,pragmatic,6,clean,0.276993066072464,0.10192707926034927,ambiguous_to_clean,12
"The software shall provide code each of which  emulates each keyboard, comparable to IBM PC 101-key keyboard.",6,clean,3,semantic,0.6848545074462891,0.1130310446023941,clean_to_ambiguous,17
The system shall get ready to translate via chosen output,6,clean,4,syntax,0.7123437523841858,0.18692776560783386,clean_to_ambiguous,10
The user shall be provided with the functionality to send message to each subset of users belonging to the same group.,6,clean,3,semantic,0.6266895532608032,0.1378636211156845,clean_to_ambiguous,21
"There are no requirements for Mean Time between Failures (MTBF) or Mean Time to Failures (MTTF) for this version of the software system defined in this SRS. However, in accordance with industry recommended practices, the software system shall undergo feature testing, load testing, and regression testing prior to release and/or deployment.",6,clean,1,lexical,0.40111684799194336,0.09399068355560303,clean_to_ambiguous,51
"Ability to retain and index only by  ESRI GEO code, City Parcel ID number, situs address and owners name.",6,clean,2,syntactic,0.4459449350833893,0.32551950216293335,clean_to_ambiguous,19
"The system must be able to display the relationships between vendors, ingredients, 
  and recipes in each intuitive manner.",6,clean,3,semantic,0.5962005853652954,0.18844261765480042,clean_to_ambiguous,18
Supports serial and parallel approval steps within each workflow,6,clean,3,semantic,0.47818323969841003,0.22521953284740448,clean_to_ambiguous,9
"Given each of which  each user is logged in to the mobile application, then the first page each of which  is shown shall be the search page. The user shall be able to search for each restaurant, according to each search options. The search options are Price, Destination, Restaurant type and Specific dish. There shall also be each freetext search option. each user shall be able to select multiple search options in one search.",5,pragmatic,1,lexical,0.41529983282089233,0.20299863815307617,other,74
User shall able to clear the query from the query panel,6,clean,4,syntax,0.8904539942741394,0.047652147710323334,clean_to_ambiguous,11
All screens support copy and paste.,6,clean,5,pragmatic,0.3471892774105072,0.2928045690059662,clean_to_ambiguous,6
The system shall display the village,6,clean,4,syntax,0.6757864356040955,0.19128289818763733,clean_to_ambiguous,6
Install and deployment errors must be reported to the user so each of which  he is able to handle the problem.,4,syntax,5,pragmatic,0.4062318503856659,0.05828406289219856,other,21
The mobile version allows staff to schedule follow-up appointments,6,clean,4,syntax,0.4906631112098694,0.3006557822227478,clean_to_ambiguous,9
The 54 Waterway User wants to logout from the 54 application. Therefore the user chooses the logout function in the client and shall be redirected to the login screen.,1,lexical,5,pragmatic,0.3992016911506653,0.24276994168758392,other,29
NFR-2. The system shall be accessible and usable.,2,syntactic,5,pragmatic,0.44886067509651184,0.09852859377861023,other,8
"Parcel Listing only by  the each or each of the following criteria:Effective date (any historical date)
  Property Status
  Jurisdictions
  Districts
  Mapping levels
  Property Class
  Zoning Class
  Exemption Class
  Ability to view GIS map of resulting data
  Parcel Ownership Change Report only by  user defined date range
  Parcel Split/Merge activity Report only by  user defined date range
  Parcel Improvement Report only by  user defined year
  Zoning Change or Activity Report only by  user defined data range",5,pragmatic,6,clean,0.5422728061676025,0.06623851507902145,ambiguous_to_clean,75
System provides ability for patrons to link their records in each way each of which  grants privileges,6,clean,3,semantic,0.34115463495254517,0.3216826021671295,clean_to_ambiguous,17
The system provides each alphabetized list of each active articles.,6,clean,3,semantic,0.6872684955596924,0.12316174805164337,clean_to_ambiguous,10
"Define each winter period, calculate each annual winter average based on consumption, and then
  use this winter average to bill the sewer service year round",6,clean,3,semantic,0.3176879584789276,0.22286543250083923,clean_to_ambiguous,25
Several students shall be selected and assigned each existing group.,6,clean,3,semantic,0.703256368637085,0.10743366181850433,clean_to_ambiguous,10
The system shall provide each digital image for each product in the product catalog.,6,clean,3,semantic,0.6141543388366699,0.17000418901443481,clean_to_ambiguous,14
The system shall output the spoken language as text,6,clean,4,syntax,0.41109639406204224,0.3830943703651428,clean_to_ambiguous,9
Ability to encumber and disencumber funds in multiple fiscal years,6,clean,4,syntax,0.43240979313850403,0.31736257672309875,clean_to_ambiguous,10
Ability to ensure security on check writing signatures.,6,clean,2,syntactic,0.5154975056648254,0.2847067415714264,clean_to_ambiguous,8
ACMELIS shall interact with four software products. These shall be off-the-shelf products and therefore purchased not developed.,2,syntactic,6,clean,0.299848735332489,0.2600853443145752,ambiguous_to_clean,17
The characteristics required of the interface between the software product and each of the hardware components,3,semantic,5,pragmatic,0.5824434161186218,0.1713142693042755,other,16
The system shall utilize electronic spreadsheets to:,6,clean,5,pragmatic,0.8048516511917114,0.07733555138111115,clean_to_ambiguous,7
Uploaded files shall be viewed for assessment,4,syntax,5,pragmatic,0.9269839525222778,0.02561894990503788,other,7
Ability to send email and text message broadcasts to patrons on each specified route or only at  each specified stop.,6,clean,3,semantic,0.3417850732803345,0.22022192180156708,clean_to_ambiguous,20
Ability to maintain current history ownership information only by  pay year,6,clean,4,syntax,0.5286628603935242,0.2741592228412628,clean_to_ambiguous,11
The administrator shall have the ability to remove each user from the system.,6,clean,3,semantic,0.6183112263679504,0.1766846477985382,clean_to_ambiguous,13
"Ability to reconcile cash accounts (book balance) with their corresponding bank accounts
  (bank balance), including:",6,clean,5,pragmatic,0.3284968435764313,0.2501942217350006,clean_to_ambiguous,15
Ability to generate bills for reimbursement costs and update G/L accordingly.,6,clean,2,syntactic,0.5368384718894958,0.26820915937423706,clean_to_ambiguous,11
Show the intensity of water use in each geographic area on each color-coded map.,6,clean,3,semantic,0.7021198868751526,0.0772736594080925,clean_to_ambiguous,14
"When viewing the results in each list or each map, each user shall be able to filter the results in each filing menu. The filing options include:  increasing or decreasing the maximum distance  increasing or decreasing the maximum price  choosing each restaurant type  choosing each specific dish",2,syntactic,3,semantic,0.4778077006340027,0.08089137077331543,other,47
The user can access the game from each computer with each internet connection,4,syntax,3,semantic,0.533113420009613,0.19438837468624115,semantic_syntax,13
Report compliance on each permit (not wells). Crop reports on permits (not wells).,6,clean,3,semantic,0.3097243010997772,0.3047133684158325,clean_to_ambiguous,13
The 54 System Administrator or the 54 Waterway Administrator wants to logout from the 54 System. Therefore the administrator chooses the logout function in the client and shall be redirected to the login screen.,1,lexical,5,pragmatic,0.34732887148857117,0.26252347230911255,other,34
The system shall shall employ each one-way hash function as each aid to maintaining the integrity of the data and software in the field.,1,lexical,3,semantic,0.5140040516853333,0.18595442175865173,other,24
"Ability to process authority record deletions automatically, based on 'delete' status field.",6,clean,2,syntactic,0.3962043523788452,0.3911008834838867,clean_to_ambiguous,12
Additional rating criteria shall be added with these details:  criteria Name  Enter labels for each rating scale  First scale entry shall relate to each 0 for each of which  cri28,6,clean,1,lexical,0.3323422968387604,0.17937427759170532,clean_to_ambiguous,30
"Upper page contains the skeleton of Fault Session without each mining data. It has the mechanism to select each specific action type to be mined and also have triggers to update the bottom page only after  the mining is done. This page loads instantly. Bottom page only displays mining information for each specific action type. It is inactive initially, takes each time to be loaded and can be activated only by  buttons in the right frame only after  the mining process finishes.",3,semantic,1,lexical,0.5404738187789917,0.21280448138713837,other,82
"Product shall be used via each web browser. Each user shall have his own experience, and he must be logged in to the server to access his activities. Hence, first-time users must perform complete registration process. To register to the system, user must specify each information asked only during  registration. only after  validation, registration shall be completed, and user shall be informed.",6,clean,3,semantic,0.43872973322868347,0.173756942152977,clean_to_ambiguous,62
Ability to calculate asset values to replacement costs for insurance purposes.,6,clean,2,syntactic,0.550639271736145,0.23121429979801178,clean_to_ambiguous,11
Reasonable refresh rates.,6,clean,5,pragmatic,0.9061892032623291,0.04065651446580887,clean_to_ambiguous,3
The system shall allow each visitor to share each distribution map on twitter,6,clean,3,semantic,0.3762724697589874,0.3482968807220459,clean_to_ambiguous,13
Ability to print each duplicate bill on request.,6,clean,3,semantic,0.5032583475112915,0.19795571267604828,clean_to_ambiguous,8
Must Access and Utilize the Database being developed only by  the Config Team,6,clean,4,syntax,0.6148761510848999,0.08622008562088013,clean_to_ambiguous,13
Ability of the system to support workflow for General Journal Approvals.,6,clean,2,syntactic,0.4435926675796509,0.39623627066612244,clean_to_ambiguous,11
"System evaluates application data against job prerequisites and indicated applicant
  preferences.",1,lexical,2,syntactic,0.5365409255027771,0.09667665511369705,lexical_syntactic,11
The user shall have the ability to create each report for each specified project.,6,clean,3,semantic,0.6846460700035095,0.11391390115022659,clean_to_ambiguous,14
Ability to provide pre-coded templates for ease of input.,6,clean,2,syntactic,0.5724750757217407,0.2209593951702118,clean_to_ambiguous,9
Ability to track flexible spending accounts.,6,clean,2,syntactic,0.4549389183521271,0.36817771196365356,clean_to_ambiguous,6
The application shall allow users to search requirements matching one or more given keywords in each string or xhtml attribute.,6,clean,3,semantic,0.46522191166877747,0.202422633767128,clean_to_ambiguous,20
Topic names shall be reworded,6,clean,5,pragmatic,0.9554393887519836,0.015649519860744476,clean_to_ambiguous,5
The library shall be able to provide the emulator with the emulated component code based on information from the Emulation Specification Document (ESD).,3,semantic,2,syntactic,0.47416362166404724,0.04412436857819557,other,23
The user shall have the ability to delete each macro.,6,clean,3,semantic,0.6739687919616699,0.13336195051670074,clean_to_ambiguous,10
"targets, including performing joins on tables contained in different databases, and handling type conversion and concatenation/splitting of data between different source and target models",5,pragmatic,2,syntactic,0.5043885111808777,0.1282496154308319,other,24
"Ability to track and report exempt computer equipment, Tax Incremental Accounts and school districts.",6,clean,2,syntactic,0.572623610496521,0.24987174570560455,clean_to_ambiguous,14
Ability to attach documents to each requisition and have those flow onto PO,6,clean,4,syntax,0.4600440561771393,0.25566551089286804,clean_to_ambiguous,13
Telecommands shall carry each digital signature to ensure each of which  they have been sent only by  each valid ground station.,4,syntax,3,semantic,0.507622241973877,0.033237677067518234,semantic_syntax,21
"Ability to allow employees to request changes to insurance plans, dependent care flexible spending
  accounts, Health Savings Account contributions only at  allowable times in year.",6,clean,2,syntactic,0.49891528487205505,0.31059545278549194,clean_to_ambiguous,25
"Track when each employee begins temporary total disabiltiy and returns to work from a
  workers comp injury",3,semantic,5,pragmatic,0.3597562611103058,0.19615013897418976,other,17
All page links mentioned in the above table shall inherit Single Column Page Layout.,6,clean,1,lexical,0.5229020118713379,0.055443279445171356,clean_to_ambiguous,14
"The software shall provide the ability to input, access, and store each user-defined level of
  historical data.",6,clean,3,semantic,0.5348383188247681,0.17837011814117432,clean_to_ambiguous,17
Ability to apply revenue to multiple funds and/or accounts.,6,clean,2,syntactic,0.44674310088157654,0.3781736493110657,clean_to_ambiguous,9
The system shall be able to generate CSP (Common Spatial Pattern) spatial filter coefficients from each appropriately marked signal.,6,clean,3,semantic,0.48933839797973633,0.22914335131645203,clean_to_ambiguous,19
"The user shall first select each Route from each drop-down list. The system shall display the Standard Schedule as it is currently configured, sorted only by  departure time.",5,pragmatic,3,semantic,0.4986547827720642,0.036766111850738525,other,28
Ability to workflow enable PO change orders.,6,clean,2,syntactic,0.49628153443336487,0.34958985447883606,clean_to_ambiguous,7
"Ability to accommodate each electronic document, including images, as each attachment to
  transactions.",6,clean,3,semantic,0.4673308730125427,0.1915890872478485,clean_to_ambiguous,13
"The system shall provide the ability for the approver to see only items each of which  need their
  approval.",6,clean,3,semantic,0.5373414158821106,0.21461844444274902,clean_to_ambiguous,19
FAQs have the following fields:  Question  Answer,6,clean,5,pragmatic,0.9428731799125671,0.019577033817768097,clean_to_ambiguous,7
Agricultural research data are inherently spatial in nature. 91 shall provide web-based geographic information tools to allow site-specific data to be viewed within their spatial context. These tools shall provide browse and query functionality and support links to download spatial data and their associated tabular data,6,clean,2,syntactic,0.4197763502597809,0.20139135420322418,clean_to_ambiguous,46
The administrator shall have the ability to create and add each new user to the system.,6,clean,3,semantic,0.6423097252845764,0.16174034774303436,clean_to_ambiguous,16
ACMELIS shall be considered to be independent of each other software system.,3,semantic,5,pragmatic,0.4161779284477234,0.2677813172340393,other,12
"Provide the ability to assess fees and collect payments for planning projects. Fees displayed
  only during  processing shall be determined only by  the type of project with only the fees applicable to the project type displayed",2,syntactic,6,clean,0.4181554317474365,0.3588153123855591,ambiguous_to_clean,36
"There are two types of loan items, language tapes, and books. each language tape has each title language (e.g. French), and level (e.g. beginner). each book has each title, and author(s). each customer shall borrow only up to  each maximum of 8 items. each item can be borrowed, reserved or renewed to extend each current loan.",2,syntactic,1,lexical,0.6175252795219421,0.098746657371521,lexical_syntactic,56
"An existing group shall be disbanded, moving each students in each of which  group to the unassigned list.",6,clean,3,semantic,0.5786674618721008,0.06117557734251022,clean_to_ambiguous,18
Ability to reopen each closed invoice.,6,clean,3,semantic,0.4778020977973938,0.22797341644763947,clean_to_ambiguous,6
"When each TAN is used, it expires automatically and can never be used again.",6,clean,3,semantic,0.5951991081237793,0.09488987177610397,clean_to_ambiguous,14
"Ability to track history of bibliographic record editing, including username and date of editing.",6,clean,2,syntactic,0.5362837910652161,0.24281325936317444,clean_to_ambiguous,14
"Track and report on the history of permitted data, such as use type, irrigated acres, and pumpage (one use shall be to know whether expired permits have had quantities reallocated).",6,clean,2,syntactic,0.4159866273403168,0.33817431330680847,clean_to_ambiguous,30
"The system web site shall be viewable from Internet Explorer 4.0
  or later, Netscape Navigator/Communicator 3.0 or later and the
  America Online web browser version 3.0 or later.",5,pragmatic,2,syntactic,0.503291666507721,0.03285899758338928,other,28
Ability to retrieve last X queries to repeat search and/or save query permanently.,6,clean,2,syntactic,0.533788800239563,0.2746964991092682,clean_to_ambiguous,13
"User-definable flags on accounts such as NSF, bankruptcy, tax lien, returned mail, etc.",6,clean,2,syntactic,0.3773101270198822,0.2249520719051361,clean_to_ambiguous,13
Offers printing support. Test session results can now be printed both from the client and server side point of view.,3,semantic,2,syntactic,0.4684869349002838,0.036329641938209534,other,20
"The software shall be designed to allow authenticated users, with the required permission levels, to customize system interface elements as well as modify standard system features, as the need arises.",6,clean,2,syntactic,0.4641861021518707,0.3374635577201843,clean_to_ambiguous,30
Ability to set reminder for automatic notification of financial or progress report due,6,clean,4,syntax,0.36106908321380615,0.23111309111118317,clean_to_ambiguous,13
"The initial requirements call for the program to only be able to work with each single address book only at  each time; therefore, if the user chooses the New or Open menu option, each current address book shall be closed before creating/opening each new one. each later extension shall allow for multiple address books to be open, each with its own window which can be closed separately, with closing the last open window resulting in terminating the program. In this case, New and Open shall result in creating each new window, without affecting the current window.",2,syntactic,1,lexical,0.5814378261566162,0.050682272762060165,lexical_syntactic,96
The software system must stay available as long as needed only by  the user,6,clean,4,syntax,0.4157972037792206,0.3268813192844391,clean_to_ambiguous,14
"Ability for external users to have access to update appropriate information with proper security, and ability for County to review changes before they are accepted (i.e., pending status)",6,clean,2,syntactic,0.4763898551464081,0.3530062437057495,clean_to_ambiguous,28
"Ability to tab only through  fields while creating and editing each record types (e.g. bibliographic, item, order, patron, etc.).",6,clean,3,semantic,0.4426805078983307,0.2016277313232422,clean_to_ambiguous,19
CUSTOMER DATA RECORD,6,clean,5,pragmatic,0.9635955691337585,0.011629733256995678,clean_to_ambiguous,3
Suggest Computation Application for CA Request,2,syntactic,5,pragmatic,0.8461374044418335,0.026213988661766052,other,6
Each display shall reflect the level of access and the privileges of the user (security aware).,1,lexical,3,semantic,0.6201080679893494,0.15679480135440826,other,16
"The software must provide comparative financial information, including comparisons of current information with the same period last year, YTD last year, financial position only at  the end of last year, current operating budget, and with each annual finance plan (budget
  allocations).",6,clean,2,syntactic,0.2897970378398895,0.2249663770198822,clean_to_ambiguous,41
"The Description column of the requirements table shall display the section numbers, headings, requirement text descriptions and attachments.",2,syntactic,1,lexical,0.5704494714736938,0.23274847865104675,lexical_syntactic,18
Ability to accept special assessment updates for real and personal property only by  municipal clerk (external entity) in pending status with ability to approve or deny updates,6,clean,4,syntax,0.5253302454948425,0.2569442093372345,clean_to_ambiguous,27
Ability to accommodate multiple fiscal year calendars.,6,clean,2,syntactic,0.4166915714740753,0.37918880581855774,clean_to_ambiguous,7
Identifying the working locations of healthcare workers,4,syntax,5,pragmatic,0.6406263709068298,0.21786560118198395,other,7
Students and administrative and support staff shall have to visit the library to return the book.,1,lexical,2,syntactic,0.38669025897979736,0.2826025187969208,lexical_syntactic,16
"Many websites options are given as each choice (e.g. Amazon, eBay, AliExpress, ...etc.) and only by  default �Amazon� is chosen. When the user clicks on each other website, the python script for the chosen site shall be fired to be executed.",6,clean,3,semantic,0.35265856981277466,0.05485983192920685,clean_to_ambiguous,41
Ability to tie parcel ID # to recorded document even when parcel # changes.,6,clean,2,syntactic,0.45879676938056946,0.3160845637321472,clean_to_ambiguous,14
Supports multiple settlement periods,6,clean,5,pragmatic,0.924823522567749,0.024724887683987617,clean_to_ambiguous,4
"Ability to customize each search result display screens, including selection of fields to display and sorting/limiting options",6,clean,3,semantic,0.3725321888923645,0.357782781124115,clean_to_ambiguous,17
Customer shall be able to function the heating and cooling only through  traditional interfacing.,1,lexical,6,clean,0.36153507232666016,0.14040693640708923,ambiguous_to_clean,14
"FR-4. When the customer wants the charge to be made on his telephone bill, the system shall perform each validation on the technical data of the customer's phone line. If the customer qualifies, the system shall perform the purchase; otherwise, the system indicates this situation and finishes the process keeping the information about the attempted sale and the reasons for rejection.",5,pragmatic,6,clean,0.3222961723804474,0.09063135832548141,ambiguous_to_clean,61
"When each USB which contains the database is removed from each computer while changes havent been completely saved, the database is damaged and cannot be opened. In this case the repair functionality can help only by  repairing KeePass database file from tools menu. In case the user forgets or loses the Master Password, the repair functionality wont help. In case the header of the database, which is the first each of few  bytes, is corrupted, again the repair functionality wont help. To avoid this kind of situations, backups can be done regularly.",6,clean,1,lexical,0.5270708203315735,0.08335868269205093,clean_to_ambiguous,92
Tracking of restrictions and hazards associated with each property.,5,pragmatic,3,semantic,0.5904116034507751,0.10378505289554596,other,9
Compatible with Computype spine label printer system (via generaic text-only printer).,5,pragmatic,6,clean,0.49421292543411255,0.044341813772916794,ambiguous_to_clean,11
"Provide for the automatic sequencing of input screens for multi-step transactions including
  account opens and closes.",6,clean,2,syntactic,0.5811092853546143,0.24040406942367554,clean_to_ambiguous,16
The system must allow user both to edit and modify operation labour setup time. (only business hours are valid data).,3,semantic,6,clean,0.4281488358974457,0.08397084474563599,ambiguous_to_clean,20
"The application provides each quite friendly user interface with its operations accessible from the menu bar and the main toolbar. each average or casual user shall not find each problem using the program to perform only at  least its main functions.
  Interoperability is guaranteed since this program runs on both Mac and PC (Linux,Windows or other operating system).",6,clean,3,semantic,0.48934268951416016,0.14179402589797974,clean_to_ambiguous,58
Ability to change pickup location for each holds with each specified current pickup location.,6,clean,3,semantic,0.5603028535842896,0.14009371399879456,clean_to_ambiguous,14
The software must provide access to GL inquiry from the online budget worksheets.,6,clean,2,syntactic,0.5157488584518433,0.30205148458480835,clean_to_ambiguous,13
The data can be exported to the manager so as to make the system more portable.,2,syntactic,6,clean,0.3802052438259125,0.35740312933921814,ambiguous_to_clean,16
"Ability to automatically clear personal time when unused only by  end of year, with the option to override
  with appropriate security.",6,clean,2,syntactic,0.5389326810836792,0.25739848613739014,clean_to_ambiguous,21
"The webpages we work on shall provide good error output on forms the clients shall complete. Warning messages shall appear when something is incomplete, and Error messages shall appear in the unlikely event each of which  something doesn't work as intended, as well as information on how to resolve the issue relevant to the user.",5,pragmatic,1,lexical,0.4981127977371216,0.12219284474849701,other,55
"Ability to place each ""stop payment"" on checks and generate the appropriate General Ledger
  transaction.",3,semantic,2,syntactic,0.2841501832008362,0.2468051016330719,other,15
Configurability: Output stimulation type and sampling frequency.,6,clean,5,pragmatic,0.5273505449295044,0.1305396854877472,clean_to_ambiguous,7
The password shall be minimum 6 numbers,4,syntax,5,pragmatic,0.9454807639122009,0.014822685159742832,other,7
System records subdivision of land and changes to land use plan,4,syntax,5,pragmatic,0.29490217566490173,0.24331387877464294,other,11
track submitted orders vs. acknowledgements,6,clean,5,pragmatic,0.9336684942245483,0.023149769753217697,clean_to_ambiguous,5
"If each book is returned late, ACMELIS shall e-mail the user each two days advising each of which  the book is overdue, serving only up to  three notices.",5,pragmatic,1,lexical,0.41641655564308167,0.1457047462463379,other,28
View parcels current location (Enter tracking number),4,syntax,5,pragmatic,0.928021252155304,0.0265420563519001,other,7
The user selects each specific choice of status change and this choice is captured and sent to the KPS.,5,pragmatic,3,semantic,0.6398451328277588,0.08175213634967804,other,19
The system shall work on most home desktop and laptop computers which support JavaScript and HTML5.,6,clean,2,syntactic,0.5065919756889343,0.27351897954940796,clean_to_ambiguous,16
The system shall be available 95% of the time if not previously announced for scheduled maintenance or backup.,6,clean,2,syntactic,0.4251479208469391,0.37493252754211426,clean_to_ambiguous,18
"User experience shall be customizable only by  user. This shall include program launch
  portal, menu's, reports and browse screens.",6,clean,2,syntactic,0.4651002585887909,0.21754054725170135,clean_to_ambiguous,19
Ability to provide position control tracking of filled and vacant positions.,1,lexical,2,syntactic,0.5490859150886536,0.20341625809669495,lexical_syntactic,11
The application shall be available for the user only at  each times.,6,clean,3,semantic,0.7146910429000854,0.10275775194168091,clean_to_ambiguous,12
